Date,Quantity,Sales_Amount,Profit,Products_Sold,Promotions,Holiday_Flag
2018-05-15,4385,15129276.584603047,4678223.769050033,400,0,0
2018-05-16,4380,15235060.504621023,4701039.788408667,400,0,0
2018-05-17,4391,15241992.596957287,4723248.444552226,400,0,0
2018-05-18,4341,15128913.72275773,4700365.4302066555,400,0,0
2018-05-19,5022,17263147.391878948,5361847.497384075,400,0,0
2018-05-20,4908,16918847.73066017,5250746.321442272,400,0,0
2018-05-21,4365,15311956.459876003,4760303.440025092,400,0,0
2018-05-22,4353,15114782.860926667,4659888.580251033,400,0,0
2018-05-23,4445,15560757.786639143,4831067.775026926,400,0,0
2018-05-24,4379,15172198.368235068,4703663.310521859,400,0,0
2018-05-25,4425,15300092.946631437,4731715.135196899,400,0,0
2018-05-26,5029,17449258.02248951,5397244.014179652,400,0,0
2018-05-27,4928,17080784.61807332,5282119.001619589,400,0,0
2018-05-28,4356,15068740.822548164,4665333.820401034,400,0,0
2018-05-29,4316,14897553.897020165,4634546.418721806,400,0,0
2018-05-30,4343,15017081.964541882,4622571.053805119,400,0,0
2018-05-31,4345,15001203.42833244,4679890.853246924,400,0,0
2018-06-01,4349,15036195.553276356,4667643.992206683,400,0,0
2018-06-02,4912,17136290.56556147,5303571.950225839,400,0,0
2018-06-03,4939,17238975.61495407,5307047.434236468,400,0,0
2018-06-04,4400,15310488.124150917,4744378.563921652,400,0,0
2018-06-05,4337,15026708.531573912,4632350.006597447,400,0,0
2018-06-06,4349,15127999.339363387,4667587.521634667,400,0,0
2018-06-07,4417,15229797.570736507,4695433.733188374,400,0,0
2018-06-08,4314,14958549.38922344,4665846.844789054,400,0,0
2018-06-09,4948,17231634.84363412,5361328.589127172,400,0,0
2018-06-10,4844,16631798.888302097,5122943.702570897,400,0,0
2018-06-11,4373,15069888.953402974,4620863.312552378,400,0,0
2018-06-12,4306,15159505.976974472,4703376.862559698,400,0,0
2018-06-13,4300,14922743.971905075,4655566.271219758,400,0,0
2018-06-14,4316,14973828.938776815,4621940.0181624405,400,0,0
2018-06-15,4352,15044828.003652396,4661112.325673279,400,0,0
2018-06-16,4828,16474185.348978847,5091051.807349268,400,0,0
2018-06-17,4755,16342526.782448305,5076498.94340931,400,0,0
2018-06-18,4280,14772807.285741176,4583112.845623731,400,0,0
2018-06-19,4265,14707974.600009298,4558228.707109314,400,0,0
2018-06-20,4306,14897300.48675808,4614655.369901593,400,0,0
2018-06-21,4229,14569380.628451744,4508374.804438559,400,0,0
2018-06-22,4272,14720297.344806114,4544697.238915244,400,0,0
2018-06-23,4718,16368937.746814257,5078497.156040873,400,0,0
2018-06-24,4771,16421293.92833049,5077907.173921265,400,0,0
2018-06-25,4283,14849627.290781789,4582613.811235181,400,0,0
2018-06-26,4218,14707926.817248868,4615891.340632856,400,0,0
2018-06-27,4189,14344838.16029349,4442798.051359305,400,0,0
2018-06-28,4209,14692320.667457782,4561216.981998165,400,0,0
2018-06-29,4192,14616761.050234169,4514229.670924236,400,0,0
2018-06-30,4620,16111627.648488374,4991266.067221578,400,0,0
2018-07-01,4711,16287629.48686782,5038555.050042841,400,0,0
2018-07-02,4198,14459506.771246001,4446408.980307858,400,0,0
2018-07-03,4222,14663550.01683596,4544840.546428908,400,0,0
2018-07-04,4109,14301867.197534017,4450444.980945874,400,0,0
2018-07-05,4234,14482421.444119377,4498766.521063912,400,0,0
2018-07-06,4198,14520293.397407528,4491426.440198829,400,0,0
2018-07-07,4687,16260658.333636412,5073003.374150839,400,0,0
2018-07-08,4701,16327263.053708408,5022526.218168449,400,0,0
2018-07-09,4181,14561386.10533662,4529496.202385192,400,0,0
2018-07-10,4176,14285546.847138057,4414857.292219932,400,0,0
2018-07-11,4074,14129001.978401281,4365438.285031449,400,0,0
2018-07-12,4089,14269858.899937501,4455179.80168816,400,0,0
2018-07-13,4182,14446200.42139952,4455255.570401071,400,0,0
2018-07-14,4613,15922714.983535003,4897701.865951292,400,0,0
2018-07-15,4610,16032250.774161985,4968293.807462661,400,0,0
2018-07-16,4055,13985337.704916254,4349996.064179232,400,0,0
2018-07-17,4072,14016900.889847646,4348021.446942772,400,0,0
2018-07-18,4084,14221390.238236511,4426457.856252235,400,0,0
2018-07-19,4128,14206774.553811006,4407800.745330954,400,0,0
2018-07-20,4058,14040987.21175594,4357120.9650237,400,0,0
2018-07-21,4508,15643726.199212775,4878152.186818387,400,0,0
2018-07-22,4489,15544413.451167414,4825131.149938303,400,0,0
2018-07-23,4081,14255174.111453287,4465384.281313372,400,0,0
2018-07-24,4028,13768737.155274278,4251034.8457066845,400,0,0
2018-07-25,3991,13732436.639444653,4254421.806248675,400,0,0
2018-07-26,4081,13997748.491268491,4313787.418952509,400,0,0
2018-07-27,4015,13828779.862527743,4257237.712010168,400,0,0
2018-07-28,4416,15231965.24336007,4694228.308662265,400,0,0
2018-07-29,4370,15113219.863899821,4670836.97418854,400,0,0
2018-07-30,3967,13635565.220116777,4176328.3578904453,400,0,0
2018-07-31,4018,13795585.648493728,4304181.060928542,400,0,0
2018-08-01,4808,14884855.04529788,3385598.63494034,400,400,0
2018-08-02,4689,14547354.220494386,3317130.342238069,400,400,0
2018-08-03,4746,14482563.523397012,3286469.8187342365,400,400,0
2018-08-04,5244,16138628.804864181,3697466.336959481,400,400,0
2018-08-05,5338,16185718.769345703,3708212.6017788183,400,400,0
2018-08-06,4674,14358126.64194847,3263007.7906587054,400,400,0
2018-08-07,4649,14330677.594173376,3299652.064267005,400,400,0
2018-08-08,3861,13214085.319086218,4074063.9333430133,400,0,0
2018-08-09,3845,13425366.505616488,4209728.5299613625,400,0,0
2018-08-10,3868,13309568.73873942,4117262.4270510804,400,0,0
2018-08-11,4354,14959300.824014591,4611077.227483267,400,0,0
2018-08-12,4319,14893894.192551164,4585070.451459371,400,0,0
2018-08-13,3871,13284143.230071798,4146667.8046468613,400,0,0
2018-08-14,3843,13251479.781907324,4095210.9788042526,400,0,0
2018-08-15,4145,14344321.189897198,4376076.5922230715,400,0,1
2018-08-16,3818,13116047.908834927,4033383.1860317965,400,0,0
2018-08-17,3797,13001097.681279425,3991307.020097063,400,0,0
2018-08-18,4363,14903338.598073326,4578976.684716549,400,0,0
2018-08-19,4312,14910823.64431127,4582382.546524731,400,0,0
2018-08-20,3796,13051531.060569681,4002885.8308842005,400,0,0
2018-08-21,3820,13243668.86816521,4093505.1415306875,400,0,0
2018-08-22,3789,12923341.82626156,4000172.1949154185,400,0,0
2018-08-23,3795,13090236.140766677,4031681.662286784,400,0,0
2018-08-24,3800,13018709.462806497,4009012.307823884,400,0,0
2018-08-25,4255,14461274.520216629,4462401.530637193,400,0,0
2018-08-26,4223,14660015.08616468,4509094.829472613,400,0,0
2018-08-27,3770,12939019.92082052,4003159.7552349954,400,0,0
2018-08-28,3761,12918239.516541088,4032754.1562976125,400,0,0
2018-08-29,3741,12880349.393122146,3943373.5973556344,400,0,0
2018-08-30,3723,12906033.065388143,3977470.121870114,400,0,0
2018-08-31,3712,12750713.86878056,3963891.50950153,400,0,0
2018-09-01,4107,13785461.69840109,4254678.414211259,400,0,0
2018-09-02,4163,14219691.370980768,4394572.434211196,400,0,0
2018-09-03,3696,12700129.82468637,3922218.955078111,400,0,0
2018-09-04,3765,12924037.896670518,3982433.267838703,400,0,0
2018-09-05,3656,12564334.825341348,3878984.1068119747,400,0,0
2018-09-06,3747,12967235.709459553,4005507.343128594,400,0,0
2018-09-07,3687,12752638.902152188,3932278.718715655,400,0,0
2018-09-08,4126,14196600.921440344,4412180.078818478,400,0,0
2018-09-09,4145,14117976.388846502,4327750.282804658,400,0,0
2018-09-10,3675,12627048.728757553,3887938.408148993,400,0,0
2018-09-11,3697,12661219.755938016,3907769.8388738856,400,0,0
2018-09-12,3634,12567740.312551439,3885817.8762295214,400,0,0
2018-09-13,3653,12510210.43363619,3877437.0734186484,400,0,0
2018-09-14,3712,12777367.789809117,3942056.2336022165,400,0,0
2018-09-15,4059,13772442.952530783,4231755.28561271,400,0,0
2018-09-16,4103,14013317.158417322,4333828.595149338,400,0,0
2018-09-17,3680,12602185.778709332,3864576.2941883155,400,0,0
2018-09-18,3630,12461757.954316335,3834283.7158292127,400,0,0
2018-09-19,3652,12535821.135955019,3875435.5743999057,400,0,0
2018-09-20,3654,12476312.709214177,3837519.2003671923,400,0,0
2018-09-21,3629,12303071.123165809,3751206.3654841515,400,0,0
2018-09-22,4088,13934551.34950366,4290593.121507001,400,0,0
2018-09-23,4002,13774758.860245224,4237013.288603886,400,0,0
2018-09-24,3583,12295675.023219941,3789550.311816927,400,0,0
2018-09-25,3612,12422820.04146555,3821835.4767773226,400,0,0
2018-09-26,3581,12236072.344992293,3750712.4270494576,400,0,0
2018-09-27,3678,12665729.969678236,3901230.2882474875,400,0,0
2018-09-28,3580,12252768.124528721,3777658.4157901113,400,0,0
2018-09-29,4022,13844486.500494972,4261179.470392672,400,0,0
2018-09-30,4074,13979635.590125198,4319423.810094697,400,0,0
2018-10-01,3573,12302692.921380758,3798341.4933537617,400,0,0
2018-10-02,3951,13616347.960069781,4150644.9306771345,400,0,1
2018-10-03,3629,12373414.751036895,3835468.380609088,400,0,0
2018-10-04,3583,12303832.784374263,3789119.463100072,400,0,0
2018-10-05,3580,12345109.183481587,3802546.0640983735,400,0,0
2018-10-06,4054,13817142.325014371,4251248.589746008,400,0,0
2018-10-07,3957,13601087.435355082,4206599.445814895,400,0,0
2018-10-08,3634,12361740.232578676,3799108.820187915,400,0,0
2018-10-09,3583,12198336.30163324,3749044.544712928,400,0,0
2018-10-10,3558,12173772.144057432,3730200.4737111083,400,0,0
2018-10-11,3523,12066670.34807594,3706251.367322604,400,0,0
2018-10-12,3636,12458745.641383473,3806397.8214772562,400,0,0
2018-10-13,3852,13394256.329640884,4153600.5654087514,400,0,0
2018-10-14,4000,13704452.24851131,4195144.438328321,400,0,0
2018-10-15,3565,12312270.5497249,3811913.449034469,400,0,0
2018-10-16,3516,12152733.55126539,3776860.4848104757,400,0,0
2018-10-17,3555,12124810.389142798,3710184.285275271,400,0,0
2018-10-18,3526,11948655.017838567,3667198.7688630465,400,0,0
2018-10-19,3538,12213256.186702693,3760967.3763056253,400,0,0
2018-10-20,3959,13587444.274018804,4144731.2466482664,400,0,0
2018-10-21,3915,13282453.244233472,4079109.8794615786,400,0,0
2018-10-22,3588,12329583.607175678,3810329.522382632,400,0,0
2018-10-23,3590,12414170.701574484,3826932.885388929,400,0,0
2018-10-24,3546,12098133.565347424,3718768.238140506,400,0,0
2018-10-25,3481,11912502.52539497,3664720.5423330986,400,0,0
2018-10-26,3537,12246662.378619751,3756514.4131989083,400,0,0
2018-10-27,4037,13849104.103986086,4242192.832310649,400,0,0
2018-10-28,3889,13262585.634032458,4057933.5681352494,400,0,0
2018-10-29,3557,12148888.27582593,3730240.1596278613,400,0,0
2018-10-30,3522,11996870.230674855,3686187.0419237185,400,0,0
2018-10-31,3484,11864826.724289628,3625974.2535882727,400,0,0
2018-11-01,3804,12976466.077647945,3954860.864578492,400,0,1
2018-11-02,3564,12142147.554418502,3718644.8015588154,400,0,0
2018-11-03,3981,13626831.100387678,4186830.296451464,400,0,0
2018-11-04,3931,13405100.92876346,4137939.9581703423,400,0,0
2018-11-05,3541,12237895.522276213,3750330.7842089375,400,0,0
2018-11-06,3589,12291897.388460027,3747727.9954475374,400,0,0
2018-11-07,3600,12324935.268236483,3819509.166902352,400,0,0
2018-11-08,3594,12333877.151279321,3806258.836984286,400,0,0
2018-11-09,3605,12347217.367201513,3792854.359582297,400,0,0
2018-11-10,3988,13718044.423849558,4193417.502964277,400,0,0
2018-11-11,3974,13699188.526641762,4211139.854924327,400,0,0
2018-11-12,3543,12083887.150790684,3697841.488828258,400,0,0
2018-11-13,3534,12149090.588672936,3729729.390685617,400,0,0
2018-11-14,3601,12540724.980820863,3869985.822995264,400,0,0
2018-11-15,3522,12058051.976225909,3690057.0393087515,400,0,0
2018-11-16,3539,12038180.870595304,3700360.151662231,400,0,0
2018-11-17,3966,13689697.9007144,4177989.057456456,400,0,0
2018-11-18,4032,13859896.15212741,4247335.801169855,400,0,0
2018-11-19,3620,12631462.39708337,3918986.618823924,400,0,0
2018-11-20,4306,13342345.014985202,3128149.217258577,400,400,0
2018-11-21,4217,12860395.976864945,2970650.5013607075,400,400,0
2018-11-22,4332,13460318.501259878,3102559.265885927,400,400,0
2018-11-23,4266,13168437.98662208,2997036.794973872,400,400,0
2018-11-24,4824,14870424.008304501,3437047.655229146,400,400,0
2018-11-25,4831,14924035.272223009,3424086.4367412976,400,400,0
2018-11-26,4335,13251643.492069019,2975927.210374398,400,400,0
2018-11-27,4264,13142903.560537541,3118809.415617368,400,400,0
2018-11-28,4292,13104256.110650001,2886161.125095729,400,400,0
2018-11-29,4269,13116383.40192176,2979724.074476214,400,400,0
2018-11-30,4318,13130853.851136014,3007741.0633653654,400,400,0
2018-12-01,4021,13789046.595112246,4239278.133867542,400,0,0
2018-12-02,4013,13644389.859257864,4203008.8342004195,400,0,0
2018-12-03,3641,12455364.716570487,3812739.720133148,400,0,0
2018-12-04,3608,12329405.81637746,3779394.4521798175,400,0,0
2018-12-05,3584,12328037.805118244,3779317.878389067,400,0,0
2018-12-06,3654,12454464.954286013,3810954.566653304,400,0,0
2018-12-07,3642,12472923.299878445,3822087.5053351833,400,0,0
2018-12-08,4106,13939263.002444781,4282620.137368137,400,0,0
2018-12-09,4113,14014260.879664384,4301494.5543074785,400,0,0
2018-12-10,3647,12519811.146928312,3834410.397471602,400,0,0
2018-12-11,3660,12666918.952750487,3890535.9640337788,400,0,0
2018-12-12,3672,12538482.685421702,3859093.83641656,400,0,0
2018-12-13,3704,12651682.917337181,3880402.5311538666,400,0,0
2018-12-14,3679,12675430.740849359,3902678.26590423,400,0,0
2018-12-15,4130,14319272.429007689,4379733.970996876,400,0,0
2018-12-16,4099,14098970.241204208,4300156.499024468,400,0,0
2018-12-17,3722,12834013.88123024,3929659.561111517,400,0,0
2018-12-18,3680,12647065.122136481,3876442.6548165577,400,0,0
2018-12-19,3659,12654175.661444806,3908017.532719875,400,0,0
2018-12-20,3656,12739943.83491398,3907213.3725254782,400,0,0
2018-12-21,3867,13349791.97124028,4096314.469854043,400,0,0
2018-12-22,4204,14438010.013067357,4434996.292181118,400,0,0
2018-12-23,4247,14451890.715498315,4445213.145196376,400,0,0
2018-12-24,3783,13103308.382565893,4025918.0732697533,400,0,0
2018-12-25,4043,13859313.086696496,4228021.647483312,400,0,1
2018-12-26,3763,13058042.139806759,4042292.2907746774,400,0,0
2018-12-27,3821,13205899.32666653,4042816.1948806155,400,0,0
2018-12-28,3792,13176721.989256324,4019951.1487096273,400,0,0
2018-12-29,4301,14650189.97201895,4474139.788914539,400,0,0
2018-12-30,4324,14846800.830878265,4549078.866782828,400,0,0
2018-12-31,3788,13146582.030400114,4032820.981713754,400,0,0
2019-01-01,3824,13145346.38256304,4007153.3946427885,400,0,0
2019-01-02,3845,13119665.040020589,4003217.9285082375,400,0,0
2019-01-03,3874,13320184.357810616,4105423.097893406,400,0,0
2019-01-04,3857,13260228.179986564,4097750.154331345,400,0,0
2019-01-05,4267,14757860.472397724,4512535.792784931,400,0,0
2019-01-06,4364,15002686.283573942,4581533.477527719,400,0,0
2019-01-07,3799,12893963.664032066,3949854.357819837,400,0,0
2019-01-08,3889,13319984.102701604,4090450.7440866474,400,0,0
2019-01-09,3841,13286022.68875435,4085161.038720857,400,0,0
2019-01-10,3906,13532828.952334903,4181621.944673427,400,0,0
2019-01-11,3882,13330599.339945761,4113977.8783363025,400,0,0
2019-01-12,4337,14973837.17607426,4596902.9895019345,400,0,0
2019-01-13,4361,15094936.882129336,4647588.854697808,400,0,0
2019-01-14,3961,13613971.093782026,4205019.8676264305,400,0,0
2019-01-15,3945,13552149.266516536,4187729.3072424554,400,0,0
2019-01-16,3860,13330146.465248648,4072284.2862922912,400,0,0
2019-01-17,3983,13682781.897051148,4193891.083426012,400,0,0
2019-01-18,3963,13842220.660526752,4215695.602450613,400,0,0
2019-01-19,4538,15584907.562479317,4770467.222666128,400,0,0
2019-01-20,4455,15618656.711661339,4807023.096380613,400,0,0
2019-01-21,3954,13714142.400525376,4218582.539975382,400,0,0
2019-01-22,4066,14138650.547157595,4340481.444571115,400,0,0
2019-01-23,4023,13878522.846893005,4244749.327146257,400,0,0
2019-01-24,4036,13862350.512915106,4234714.246618693,400,0,0
2019-01-25,4061,14058622.27604317,4335347.4766847575,400,0,0
2019-01-26,5007,17298069.475527354,5315268.304395772,400,0,1
2019-01-27,4601,15950399.709341843,4932234.226354348,400,0,0
2019-01-28,4059,14007517.427196417,4302648.202890038,400,0,0
2019-01-29,4127,14165385.612984406,4364297.308363594,400,0,0
2019-01-30,4120,14289415.446944112,4392999.014174929,400,0,0
2019-01-31,4077,14155699.088438822,4357608.778450769,400,0,0
2019-02-01,4103,13996256.238424845,4310139.781936756,400,0,0
2019-02-02,4657,16030751.868423145,4944957.10368791,400,0,0
2019-02-03,4594,15910437.12736288,4928792.7964312965,400,0,0
2019-02-04,4130,14273605.572250413,4394433.11695822,400,0,0
2019-02-05,4122,14420638.095018646,4459026.36473988,400,0,0
2019-02-06,4216,14653173.810262011,4529537.7416213155,400,0,0
2019-02-07,4129,14254651.273341887,4380530.424914634,400,0,0
2019-02-08,4178,14319710.355519177,4416611.851130222,400,0,0
2019-02-09,4738,16218877.734880527,4961563.305409637,400,0,0
2019-02-10,4640,15846574.645224739,4844312.145794065,400,0,0
2019-02-11,4098,14018414.018217718,4331570.103148849,400,0,0
2019-02-12,4250,14672113.050778639,4512477.748074909,400,0,0
2019-02-13,4246,14639245.350267855,4500671.742093621,400,0,0
2019-02-14,4192,14380821.348727325,4426808.918447616,400,0,0
2019-02-15,4145,14240167.76457974,4385647.849755629,400,0,0
2019-02-16,4791,16705338.06558928,5104884.308474406,400,0,0
2019-02-17,4738,16473088.78237303,5092280.839691416,400,0,0
2019-02-18,4387,15171615.703750692,4689652.908514098,400,0,0
2019-02-19,4237,14804191.917312765,4551742.576924793,400,0,0
2019-02-20,4294,14916106.412002241,4575879.769868142,400,0,0
2019-02-21,4256,14837409.455703031,4571901.613713911,400,0,0
2019-02-22,4449,15261226.851931475,4693057.392343784,400,0,0
2019-02-23,4777,16610530.44973126,5137673.306554925,400,0,0
2019-02-24,4788,16656546.89990263,5149886.819919462,400,0,0
2019-02-25,4296,14826675.478875482,4529401.085006659,400,0,0
2019-02-26,4334,14981413.859692315,4600198.060878308,400,0,0
2019-02-27,4490,15461484.918789597,4768269.899219295,400,0,0
2019-02-28,4417,15250055.843022032,4685163.044812377,400,0,0
2019-03-01,5204,16193309.026497168,3674343.969237759,400,400,0
2019-03-02,5829,18012043.81581896,4075966.867473421,400,400,0
2019-03-03,5880,18123768.62796876,4131352.1188614727,400,400,0
2019-03-04,5194,16120582.232053846,3670637.899531842,400,400,0
2019-03-05,5194,16166449.480232634,3756717.7282800223,400,400,0
2019-03-06,5369,16638419.697786342,3736602.021916487,400,400,0
2019-03-07,5257,16249047.990107555,3635750.2212012154,400,400,0
