Date,Quantity,Sales_Amount,Profit,Promotions,Holiday_Flag,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,days_since_start,quantity_lag_1,sales_lag_1,quantity_lag_7,sales_lag_7,quantity_lag_14,sales_lag_14,quantity_lag_28,sales_lag_28,quantity_rolling_mean_7,quantity_rolling_std_7,sales_rolling_mean_7,quantity_rolling_mean_14,quantity_rolling_std_14,sales_rolling_mean_14,quantity_rolling_mean_28,quantity_rolling_std_28,sales_rolling_mean_28
2018-02-11,4428,15185297.689541329,4688845.080499825,0,0,6,11,6,2,1,1,41,4491.0,15706402.937414838,4347.0,14898173.02552449,4305.0,15086694.056611031,4265.0,14645750.870036764,4086.285714285714,233.8843833219825,14189679.41754491,4047.0714285714284,219.66389160425362,14073073.244698962,4003.8928571428573,227.10877460513404,13879061.024377834
2018-02-12,4008,13792393.396193968,4220995.800289279,0,0,0,12,7,2,1,0,42,4428.0,15185297.689541329,3966.0,13778431.637215909,3842.0,13282797.838378416,3820.0,13291218.535010155,4097.857142857143,250.35669791414705,14230697.226690173,4055.8571428571427,232.83829223233522,14080116.36133684,4009.714285714286,235.9659198780947,13898330.553645855
2018-02-13,4057,14066046.760257589,4343145.850140343,0,0,1,13,7,2,1,0,43,4008.0,13792393.396193968,3893.0,13530574.34155219,3870.0,13572393.927710831,3720.0,12871015.327580037,4103.857142857143,247.15273858582972,14232691.763687039,4067.714285714286,225.2118416655164,14116516.044037953,4016.4285714285716,233.02414889503197,13916229.655830992
2018-02-14,4013,13921291.491929654,4307997.166236442,0,0,2,14,7,2,1,0,44,4057.0,14066046.760257589,3934.0,13709643.321474517,3868.0,13507746.677592,3772.0,13133564.588394046,4127.285714285715,231.08419409796082,14309187.823502095,4081.0714285714284,218.0139248501605,14151776.960648434,4028.464285714286,225.7355847729912,13958909.34985519
2018-02-15,3968,13785295.21652099,4233876.468884087,0,0,3,15,7,2,1,0,45,4013.0,13921291.491929654,3959.0,13804839.452153591,3885.0,13500956.129349625,3744.0,12848821.04239858,4138.571428571428,221.8143797133502,14339423.276424259,4091.4285714285716,210.42510609412858,14181315.875958266,4037.0714285714284,220.11931588916337,13987042.45355289
2018-02-16,4029,14072226.397183534,4359154.073654495,0,0,4,16,7,2,1,0,46,3968.0,13785295.21652099,4014.0,13899691.207478834,3953.0,13578073.345313266,3760.0,13160231.5470144,4139.857142857143,220.62292761740667,14336631.242762458,4097.357142857143,205.26778275550848,14201625.810756221,4045.0714285714284,213.02980639501712,14020487.959771546
2018-02-17,4573,15872627.695428455,4905682.857992417,0,0,5,17,7,2,1,1,47,4029.0,14072226.397183534,4491.0,15706402.937414838,4332.0,15166607.52801594,4223.0,14586221.52390412,4142.0,219.26544035331383,14361279.127005985,4102.785714285715,202.13749264811293,14236922.457318384,4054.6785714285716,205.63488923808075,14053059.204420445
2018-02-18,4478,15372263.70230137,4711321.017870474,0,0,6,18,7,2,1,1,48,4573.0,15872627.695428455,4428.0,15185297.689541329,4347.0,14898173.02552449,4281.0,14786278.463082382,4153.714285714285,242.02734989095217,14385025.521007929,4120.0,231.315302629915,14287352.469276423,4067.1785714285716,225.88624694931434,14099002.281974884
2018-02-19,4007,13839240.42269961,4260824.937560332,0,0,0,19,8,2,1,0,49,4478.0,15372263.70230137,4008.0,13792393.396193968,3966.0,13778431.637215909,3848.0,13293880.089958796,4160.857142857143,252.0035902994415,14411734.951402223,4129.357142857143,243.53126703152088,14321216.089046197,4074.214285714286,235.6498276465343,14119930.326232705
2018-02-20,4123,14272944.81007823,4420725.246108765,0,0,1,20,8,2,1,0,50,4007.0,13839240.42269961,4057.0,14066046.760257589,3893.0,13530574.34155219,3797.0,13137415.32906416,4160.714285714285,252.10494791238034,14418427.383760171,4132.285714285715,241.6550079289539,14325559.573723605,4079.8928571428573,231.8823678930388,14139407.48097345
2018-02-21,4071,14077550.955040945,4331369.968608012,0,0,2,21,8,2,1,0,51,4123.0,14272944.81007823,4013.0,13921291.491929654,3934.0,13709643.321474517,3858.0,13216478.123907406,4170.142857142857,248.7920340173202,14447984.248020263,4148.714285714285,231.7513350957901,14378586.035761178,4091.535714285714,225.2413490989507,14179962.105295379
2018-02-22,4108,14221806.105267867,4403508.92760674,0,0,3,22,8,2,1,0,52,4071.0,14077550.955040945,3968.0,13785295.21652099,3959.0,13804839.452153591,3853.0,13232073.863373736,4178.428571428572,243.59793180762344,14470307.028464733,4158.5,224.77501572084813,14404865.152444495,4099.142857142857,220.61122403294036,14210714.706407292
2018-02-23,4110,14387273.515266636,4420798.742080661,0,0,4,23,8,2,1,0,53,4108.0,14221806.105267867,4029.0,14072226.397183534,4014.0,13899691.207478834,4170.0,14378319.447684644,4198.428571428572,228.7355511960297,14532665.726857144,4169.142857142857,218.02852923514246,14434648.484809801,4108.25,215.2725447392643,14246062.28647494
2018-02-24,4514,15638020.99496383,4830374.234194505,0,0,5,24,8,2,1,1,54,4110.0,14387273.515266636,4573.0,15872627.695428455,4491.0,15706402.937414838,4339.0,15009414.505384663,4210.0,220.64148899666577,14577672.458011875,4176.0,214.25075172653283,14469475.79250893,4106.107142857143,214.9334676188088,14246382.074602868
2018-02-25,4605,15907642.821486872,4925365.895787097,0,0,6,25,8,2,1,1,55,4514.0,15638020.99496383,4478.0,15372263.70230137,4428.0,15185297.689541329,4305.0,15086694.056611031,4201.571428571428,205.03890455460282,14544157.215088354,4177.642857142857,216.92345588775206,14464591.368048145,4112.357142857143,224.29696160253047,14268832.306373553
2018-02-26,4063,14096946.579778416,4342454.648906004,0,0,0,26,9,2,1,0,56,4605.0,15907642.821486872,4007.0,13839240.42269961,4008.0,13792393.396193968,3842.0,13282797.838378416,4219.714285714285,236.74297897770322,14620639.94640057,4190.285714285715,236.87758233101917,14516187.448901396,4123.071428571428,240.42538360032853,14298151.90511912
2018-02-27,4111,14261014.84990203,4380497.488327228,0,0,1,27,9,2,1,0,57,4063.0,14096946.579778416,4123.0,14272944.81007823,4057.0,14066046.760257589,3870.0,13572393.927710831,4227.714285714285,229.18239772846985,14657455.111697542,4194.214285714285,234.06119468451536,14537941.247728856,4130.964285714285,234.40870956876407,14327228.645883402
2018-02-28,4096,14210378.873187551,4366377.663011953,0,0,2,28,9,2,1,0,58,4111.0,14261014.84990203,4071.0,14077550.955040945,4013.0,13921291.491929654,3868.0,13507746.677592,4226.0,230.13908837917802,14655750.83167237,4198.071428571428,232.06247974520622,14551867.539846318,4139.571428571428,228.82978124157884,14351822.250247374
2018-03-01,5072,15745586.32068467,3657091.17079712,400,0,3,1,9,3,1,0,59,4096.0,14210378.873187551,4108.0,14221806.105267867,3968.0,13785295.21652099,3885.0,13500956.129349625,4229.571428571428,227.51179979864375,14674726.248550458,4204.0,227.99527660424434,14572516.638507595,4147.714285714285,222.7848750007517,14376916.25723293
2018-03-02,4895,15305886.151749063,3512378.266349911,400,0,4,2,9,3,1,0,60,5072.0,15745586.32068467,4110.0,14387273.515266636,4029.0,14072226.397183534,3953.0,13578073.345313266,4367.285714285715,381.38332173187297,14892409.136467144,4282.857142857143,314.57342475237647,14712537.431662144,4190.107142857143,277.22558527718013,14457081.621209184
2018-03-03,5475,17211956.37817594,4123950.985333696,400,0,5,3,9,3,1,1,61,4895.0,15305886.151749063,4514.0,15638020.99496383,4573.0,15872627.695428455,4332.0,15166607.52801594,4479.428571428572,407.6300844077693,15023639.51310749,4344.714285714285,344.5332246056136,14800655.985559681,4223.75,303.3163151514222,14518789.221439032
2018-03-04,5572,17397158.975664664,4024242.0159139736,400,0,6,4,9,3,1,1,62,5475.0,17211956.37817594,4605.0,15907642.821486872,4478.0,15372263.70230137,4347.0,14898173.02552449,4616.714285714285,556.0289903370485,15248487.424994934,4409.142857142857,456.6144404776818,14896322.320041643,4264.571428571428,384.4799689981862,14591837.394659033
2018-03-05,4987,15520449.49516032,3624651.4951595776,400,0,0,5,10,3,1,0,63,5572.0,17397158.975664664,4063.0,14096946.579778416,4007.0,13839240.42269961,3966.0,13778431.637215909,4754.857142857143,662.5529987785701,15461275.447020333,4487.285714285715,552.7876805611886,15040957.696710452,4308.321428571428,457.0538548032122,14681086.892878324
2018-03-06,4965,15625239.65817934,3610794.309556027,400,0,1,6,10,3,1,0,64,4987.0,15520449.49516032,4111.0,14261014.84990203,4123.0,14272944.81007823,3893.0,13530574.34155219,4886.857142857143,589.7901967568434,15664633.006360605,4557.285714285715,549.3286011923199,15161044.059029073,4344.785714285715,469.2958758050389,14743301.81637634
2018-03-07,5018,15651063.61507092,3595964.1931188647,400,0,2,7,10,3,1,0,65,4965.0,15625239.65817934,4096.0,14210378.873187551,4071.0,14077550.955040945,3934.0,13709643.321474517,5008.857142857143,480.8116154210603,15859522.264685938,4617.428571428572,544.1925160322338,15257636.548179153,4383.071428571428,474.76917811371436,14818111.291970165
2018-03-08,4143,14295402.829118434,4401832.839806273,0,0,3,8,10,3,1,0,66,5018.0,15651063.61507092,5072.0,15745586.32068467,4108.0,14221806.105267867,3959.0,13804839.452153591,5140.571428571428,268.45661172888384,16065334.370669274,4685.071428571428,529.7101477783287,15370030.309609866,4421.785714285715,480.9503983928955,14887447.731027182
2018-03-09,4205,14705994.324125117,4559222.152561568,0,0,4,9,10,3,1,0,67,4143.0,14295402.829118434,4895.0,15305886.151749063,4110.0,14387273.515266636,4014.0,13899691.207478834,5007.857142857143,465.3974747716296,15858165.300445527,4687.571428571428,526.8520029069181,15375287.218456337,4428.357142857143,475.62046916404876,14904967.851633068
2018-03-10,4731,16407377.300573813,5061787.025993824,0,0,5,10,10,3,1,1,68,4205.0,14705994.324125117,5475.0,17211956.37817594,4514.0,15638020.99496383,4491.0,15706402.937414838,4909.285714285715,557.2847011135674,15772466.46792782,4694.357142857143,519.399891463933,15398052.990517655,4435.178571428572,470.8028645851536,14933764.391513292
2018-03-11,4809,16584292.899976492,5117935.010608246,0,0,6,11,10,3,1,1,69,4731.0,16407377.300573813,5572.0,17397158.975664664,4605.0,15907642.821486872,4428.0,15185297.689541329,4803.0,499.3452379533287,15657526.599698944,4709.857142857143,516.8351704427549,15453007.01234694,4443.75,474.03044323240493,14958799.190197542
2018-03-12,4138,14427900.697934536,4444115.164354714,0,0,0,12,11,3,1,0,70,4809.0,16584292.899976492,4987.0,15520449.49516032,4063.0,14096946.579778416,4008.0,13792393.396193968,4694.0,370.0409887206185,15541402.874600634,4724.428571428572,516.5271181034561,15501339.160810484,4457.357142857143,479.0038439717177,15008763.30485594
2018-03-13,4289,14924357.009314336,4627953.660532661,0,0,1,13,11,3,1,0,71,4138.0,14427900.697934536,4965.0,15625239.65817934,4111.0,14261014.84990203,4057.0,14066046.760257589,4572.714285714285,396.2106822915104,15385324.47499695,4729.785714285715,509.4803051332596,15524978.740678776,4462.0,475.10115881895115,15031459.994203817
2018-03-14,4270,14785723.767400004,4629366.373836528,0,0,2,14,11,3,1,0,72,4289.0,14924357.009314336,5018.0,15651063.61507092,4096.0,14210378.873187551,4013.0,13921291.491929654,4476.142857142857,365.88269002119,15285198.382301947,4742.5,494.86171339538214,15572360.323493943,4470.285714285715,469.7695145764526,15062113.93167013
2018-03-15,4182,14596726.346351843,4464407.045642392,0,0,3,15,11,3,1,0,73,4270.0,14785723.767400004,4143.0,14295402.829118434,5072.0,15745586.32068467,3968.0,13785295.21652099,4369.285714285715,280.5284978308574,15161578.404063249,4754.928571428572,479.31657505335346,15613456.387366261,4479.464285714285,462.9653600467034,15092986.512936926
2018-03-16,4223,14658047.75366111,4547446.094530037,0,0,4,16,11,3,1,0,74,4182.0,14596726.346351843,4205.0,14705994.324125117,4895.0,15305886.151749063,4029.0,14072226.397183534,4374.857142857143,275.6298414972675,15204624.620810878,4691.357142857143,492.85754021324783,15531394.9606282,4487.107142857143,455.9219669494869,15121966.196145173
2018-03-17,4748,16534802.0369076,5115877.235291632,0,0,5,17,11,3,1,1,75,4223.0,14658047.75366111,4731.0,16407377.300573813,5475.0,17211956.37817594,4573.0,15872627.695428455,4377.428571428572,273.85936606395563,15197775.110744592,4643.357142857143,504.09425357120955,15485120.789336206,4494.035714285715,450.1397710623474,15142888.387447942
2018-03-18,4791,16683956.879988872,5138450.089084986,0,0,6,18,11,3,1,1,76,4748.0,16534802.0369076,4809.0,16584292.899976492,5572.0,17397158.975664664,4478.0,15372263.70230137,4379.857142857143,277.56766656764756,15215978.64450656,4591.428571428572,445.9226759955493,15436752.622102752,4500.285714285715,452.4855518170426,15166537.471072199
2018-03-19,4212,14635221.497431789,4536711.884659277,0,0,0,19,12,3,1,0,77,4791.0,16683956.879988872,4138.0,14427900.697934536,4987.0,15520449.49516032,4007.0,13839240.42269961,4377.285714285715,272.9747938825807,15230216.3559369,4535.642857142857,352.981936156436,15385809.615268767,4511.464285714285,455.7689864916414,15213383.655989612
2018-03-20,4251,14789576.10146252,4587328.296963008,0,0,1,20,12,3,1,0,78,4212.0,14635221.497431789,4289.0,14924357.009314336,4965.0,15625239.65817934,4123.0,14272944.81007823,4387.857142857143,263.4295785540079,15259833.613007935,4480.285714285715,337.16816816890196,15322579.044002444,4518.785714285715,448.96088727959057,15241811.551515758
2018-03-21,4210,14700800.282065287,4588975.9902349245,0,0,2,21,12,3,1,0,79,4251.0,14789576.10146252,4270.0,14785723.767400004,5018.0,15651063.61507092,4071.0,14077550.955040945,4382.428571428572,266.18343120415733,15240579.197600534,4429.285714285715,311.21113994581447,15262888.78995124,4523.357142857143,445.4193375274418,15260262.669065198
2018-03-22,4326,14817376.38341744,4552100.873650147,0,0,3,22,12,3,1,0,80,4210.0,14700800.282065287,4182.0,14596726.346351843,4143.0,14295402.829118434,4108.0,14221806.105267867,4373.857142857143,271.32356364767776,15228447.271124145,4371.571428571428,265.14864170461493,15195012.837593695,4528.321428571428,440.9431015256591,15282521.573601782
2018-03-23,4323,14993028.226300796,4602819.39994217,0,0,4,23,12,3,1,0,81,4326.0,14817376.38341744,4223.0,14658047.75366111,4205.0,14705994.324125117,4110.0,14387273.515266636,4394.428571428572,259.5565815917955,15259968.704990659,4384.642857142857,257.411555279107,15232296.662900766,4536.107142857143,435.13295875966537,15303791.940678552
2018-03-24,4868,16894935.711607605,5231817.234741801,0,0,5,24,12,3,1,1,82,4323.0,14993028.226300796,4748.0,16534802.0369076,4731.0,16407377.300573813,4514.0,15638020.99496383,4408.714285714285,251.16509463280167,15307823.058224902,4393.071428571428,252.97049517398534,15252799.084484745,4543.714285714285,429.2295299929727,15325426.037501201
2018-03-25,4873,16946022.866490215,5244822.484111451,0,0,6,25,12,3,1,1,83,4868.0,16894935.711607605,4791.0,16683956.879988872,4809.0,16584292.899976492,4605.0,15907642.821486872,4425.857142857143,280.5574383089419,15359270.726039186,4402.857142857143,269.1787673484086,15287624.685272874,4556.357142857143,433.5139977479217,15370315.848809907
2018-03-26,4240,14875512.725009412,4600224.3108292855,0,0,0,26,13,3,1,0,84,4873.0,16946022.866490215,4212.0,14635221.497431789,4138.0,14427900.697934536,4063.0,14096946.579778416,4437.571428571428,299.4221418793517,15396708.724110808,4407.428571428572,277.0356029010083,15313462.540023852,4565.928571428572,437.5673432675005,15407400.850417167
2018-03-27,4351,15111584.181534313,4681357.215206058,0,0,1,27,13,3,1,0,85,4240.0,14875512.725009412,4251.0,14789576.10146252,4289.0,14924357.009314336,4111.0,14261014.84990203,4441.571428571428,296.0747974993571,15431036.042336183,4414.714285714285,270.67307233618925,15345434.82767206,4572.25,431.2657189835161,15435206.78417542
2018-03-28,4288,14899175.488340734,4572652.368638623,0,0,2,28,13,3,1,0,86,4351.0,15111584.181534313,4210.0,14700800.282065287,4270.0,14785723.767400004,4096.0,14210378.873187551,4455.857142857143,287.6394899704765,15477037.19663215,4419.142857142857,268.9597788468797,15358808.197116343,4580.821428571428,424.08402849849455,15465584.260305142
2018-03-29,4259,14628640.290196028,4498012.786075493,0,0,3,29,13,3,1,0,87,4288.0,14899175.488340734,4326.0,14817376.38341744,4182.0,14596726.346351843,5072.0,15745586.32068467,4467.0,277.87287261143905,15505376.511814358,4420.428571428572,268.2340293577501,15366911.891469253,4587.678571428572,417.45490362534395,15490184.139417756
2018-03-30,4343,15060781.84386492,4666450.527206538,0,0,4,30,13,3,1,0,88,4259.0,14628640.290196028,4323.0,14993028.226300796,4223.0,14658047.75366111,4895.0,15305886.151749063,4457.428571428572,284.6113473627127,15478414.212782728,4425.928571428572,263.72055848384815,15369191.458886696,4558.642857142857,410.74045281262266,15450293.20975745
2018-03-31,4790,16665938.60856475,5133668.009886155,0,0,5,31,13,3,1,1,89,4343.0,15060781.84386492,4868.0,16894935.711607605,4748.0,16534802.0369076,5475.0,17211956.37817594,4460.285714285715,283.13348694312214,15488093.301006174,4434.5,258.51640328851573,15397958.179615539,4538.928571428572,407.230567921582,15441539.484475872
2018-04-01,4851,16932753.278014034,5206314.558873836,0,0,6,1,13,4,2,1,90,4790.0,16665938.60856475,4873.0,16946022.866490215,4791.0,16683956.879988872,5572.0,17397158.975664664,4449.142857142857,265.3924318008004,15455379.42914291,4437.5,262.64505149901987,15407325.077591049,4514.464285714285,367.5565446187325,15422038.8498469
2018-04-02,4359,15005456.089196084,4641654.714902093,0,0,0,2,14,4,2,0,91,4851.0,16932753.278014034,4240.0,14875512.725009412,4212.0,14635221.497431789,4987.0,15520449.49516032,4446.0,259.6035438895234,15453483.773646312,4441.785714285715,269.2631479745095,15425096.24887856,4488.714285714285,311.74239806500754,15405452.932073666
2018-04-03,4326,15017257.231113696,4655613.559098447,0,0,1,3,14,4,2,0,92,4359.0,15005456.089196084,4351.0,15111584.181534313,4251.0,14789576.10146252,4965.0,15625239.65817934,4463.0,247.4786186050553,15472047.111387266,4452.285714285715,262.3917882660397,15451541.576861724,4466.285714285715,296.79783082251674,15387060.310432086
2018-04-04,4335,15067945.775102736,4683485.880037629,0,0,2,4,14,4,2,0,93,4326.0,15017257.231113696,4288.0,14899175.488340734,4210.0,14700800.282065287,5018.0,15651063.61507092,4459.428571428572,249.53614109840973,15458571.832755748,4457.642857142857,258.705834474618,15467804.514693951,4443.464285714285,281.186834176646,15365346.652322596
2018-04-05,4351,15044136.334235992,4644863.622734717,0,0,3,5,14,4,2,0,94,4335.0,15067945.775102736,4259.0,14628640.290196028,4326.0,14817376.38341744,4143.0,14295402.829118434,4466.142857142857,244.74097094099844,15482681.87372175,4466.571428571428,251.55996816349216,15494029.192768054,4419.071428571428,258.1842478155953,15344521.015180875
2018-04-06,4331,15073805.335191283,4722380.440612064,0,0,4,6,14,4,2,0,95,4351.0,15044136.334235992,4343.0,15060781.84386492,4323.0,14993028.226300796,4205.0,14705994.324125117,4479.285714285715,233.99765973595672,15542038.451441746,4468.357142857143,250.57214749229547,15510226.332112238,4426.5,252.88476368437583,15371261.497506501
2018-04-07,4898,16854280.606334377,5163374.729221103,0,0,5,7,14,4,2,1,96,4331.0,15073805.335191283,4790.0,16665938.60856475,4868.0,16894935.711607605,4731.0,16407377.300573813,4477.571428571428,235.20335679496338,15543898.950202655,4468.928571428572,250.22404246708788,15515996.125604415,4431.0,249.90072102811,15384397.60504458
2018-04-08,4854,16842495.478723064,5164251.0999464765,0,0,6,8,14,4,2,1,97,4898.0,16854280.606334377,4851.0,16932753.278014034,4873.0,16946022.866490215,4809.0,16584292.899976492,4493.0,261.2170234370899,15570804.94988403,4471.071428571428,254.0043804242849,15513092.189513471,4436.964285714285,259.1476744942275,15400358.437393172
2018-04-09,4434,15532134.48222234,4786882.51318993,0,0,0,9,15,4,2,0,98,4854.0,16842495.478723064,4359.0,15005456.089196084,4240.0,14875512.725009412,4138.0,14427900.697934536,4493.428571428572,261.90383549619673,15557910.978556748,4469.714285714285,251.73228409789326,15505697.37610153,4438.571428571428,261.66764735434253,15409579.958062692
2018-04-10,4413,15465465.217149174,4798207.280486064,0,0,1,10,15,4,2,0,99,4434.0,15532134.48222234,4326.0,15017257.231113696,4351.0,15111584.181534313,4289.0,14924357.009314336,4504.142857142857,256.97563345670744,15633150.74898907,4483.571428571428,243.31325623430428,15552598.930188168,4449.142857142857,254.9682208644688,15449016.878930112
2018-04-11,4397,15374507.404044116,4745464.3729155725,0,0,2,11,15,4,2,0,100,4413.0,15465465.217149174,4335.0,15067945.775102736,4288.0,14899175.488340734,4270.0,14785723.767400004,4516.571428571428,248.90082170940894,15697180.461279852,4488.0,241.27035585704297,15577876.147017801,4453.571428571428,253.15409281501576,15468342.172067072
2018-04-12,4325,14976471.553099507,4615404.13163559,0,0,3,12,15,4,2,0,101,4397.0,15374507.404044116,4351.0,15044136.334235992,4259.0,14628640.290196028,4182.0,14596726.346351843,4525.428571428572,242.38045654360354,15740974.979700048,4495.785714285715,236.02156960473087,15611828.4267109,4458.107142857143,250.87068223757854,15489370.159090076
2018-04-13,4398,15487000.964692932,4784386.374556245,0,0,4,13,15,4,2,0,102,4325.0,14976471.553099507,4331.0,15073805.335191283,4343.0,15060781.84386492,4223.0,14658047.75366111,4521.714285714285,245.67574448563582,15731308.582394836,4500.5,231.5448951316741,15636673.516918289,4463.214285714285,246.45837408927508,15502932.487902492
2018-04-14,4980,17505938.145457696,5437515.790035632,0,0,5,14,15,4,2,1,103,4398.0,15487000.964692932,4898.0,16854280.606334377,4790.0,16665938.60856475,4748.0,16534802.0369076,4531.285714285715,238.19859661335423,15790336.5294665,4504.428571428572,229.1209671383592,15667117.739834577,4469.464285714285,242.3253830489909,15532537.959725058
2018-04-15,4819,16676565.841734018,5123689.428141477,0,0,6,15,15,4,2,1,104,4980.0,17505938.145457696,4854.0,16842495.478723064,4851.0,16932753.278014034,4791.0,16683956.879988872,4543.0,260.23579051826573,15883430.463626977,4518.0,251.83816537304463,15727117.706755502,4477.75,255.79398901227856,15567221.392173275
2018-04-16,4385,15233075.86359377,4695219.387745768,0,0,0,16,16,4,2,0,105,4819.0,16676565.841734018,4434.0,15532134.48222234,4359.0,15005456.089196084,4212.0,14635221.497431789,4538.0,253.51397068669277,15859726.229771396,4515.714285714285,248.70910674967098,15708818.604164073,4478.75,257.1152825456266,15566957.426521316
2018-04-17,4374,15257018.295836682,4724486.218185531,0,0,1,17,16,4,2,0,106,4385.0,15233075.86359377,4413.0,15465465.217149174,4326.0,15017257.231113696,4251.0,14789576.10146252,4531.0,257.50922313579366,15817003.569967316,4517.571428571428,247.543225218643,15725077.159478193,4484.928571428572,252.5050683131101,15588309.36816996
2018-04-18,4406,15328912.227248313,4708471.39483165,0,0,2,18,16,4,2,0,107,4374.0,15257018.295836682,4397.0,15374507.404044116,4335.0,15067945.775102736,4210.0,14700800.282065287,4525.428571428572,260.8874962781576,15787225.438351246,4521.0,245.00518047898072,15742202.949815547,4489.321428571428,249.3346781858284,15605003.73225475
