Product_ID,Category_ID,Total_Quantity,Total_Sales,Total_Profit,Avg_Daily_Inventory,Avg_Reorder_Point
201,5,70311,17381246.665994342,3023255.977359514,301.6540041067762,101.0
202,5,82026,197334170.49953517,78932667.16110905,281.04620123203284,113.0
203,5,18125,10630268.281708034,3986274.77268989,63.78747433264887,34.0
204,5,51811,277300209.1348341,36139622.4279185,144.16392881587953,125.0
205,5,41176,14284338.310008729,3788339.805415444,166.76694045174537,89.0
206,5,12949,80721386.52882867,27300139.80735208,62.419575633128,34.0
207,5,40102,23564548.308372237,7572843.511878034,154.59890485968515,83.0
208,5,57268,128319096.01698132,10826772.264369465,192.7501711156742,65.0
209,5,41012,227687721.3921558,70696302.82391883,142.21937029431896,95.0
21,1,14707,47210379.14030431,16218853.99724002,62.34941820670773,34.0
210,5,30373,88691466.04750942,35404753.31735214,94.7621492128679,107.0
211,5,23920,56385885.04416446,14348014.00690007,99.66563997262149,40.0
212,5,19755,56671124.53268768,14702046.276287643,71.21252566735113,24.0
213,5,15697,57115877.922711186,20388642.679287486,61.81930184804928,25.0
214,5,131364,37672837.53689247,7978781.047905308,404.80903490759755,270.0
215,5,11009,47133472.49090175,15574431.905958008,39.01368925393566,21.0
216,5,42982,218668865.92821544,64441188.11917843,159.74572210814512,64.0
217,5,68885,332944376.21820337,40210692.74235078,268.847022587269,144.0
218,5,21163,134837872.3344389,54348517.37986494,79.43839835728953,32.0
219,5,5119,19212555.11018919,4776490.629681273,27.419917864476385,10.0
22,1,34178,122342901.4132499,30351723.385983974,167.97262149212867,68.0
220,5,14307,70217870.83704023,19127384.471831657,62.93223819301848,34.0
221,5,73495,407285761.03912884,61383679.28007205,261.3586584531143,175.0
222,5,37992,43930323.1464369,12244029.430970244,164.05441478439425,88.0
223,5,32517,170421925.99981126,28613772.77816585,112.3223819301848,45.0
224,5,25764,2422497.0313473456,619004.644529738,87.88945927446954,47.0
225,5,30103,146620762.0755192,33792605.37258227,127.85968514715948,51.0
226,5,38237,46753808.19567474,20094476.90928865,148.4952087611225,50.0
227,5,13397,19329551.94309918,3211584.0514114387,89.6125941136208,48.0
228,5,21141,97573005.33363566,14270514.989998426,67.18240930869267,27.0
229,5,25223,43045456.8793075,7570841.094536681,112.14373716632444,75.0
23,1,49489,135564317.84118193,25250573.519903846,168.97330595482546,192.0
230,5,18746,49064184.65809483,7649127.935543548,63.020876112251884,26.0
231,5,39022,250975894.229756,76792078.76990905,166.2132101300479,111.0
232,5,10828,21603759.24403923,5396701.863240263,43.720054757015745,18.0
233,5,31022,254639099.3485455,107129914.1467349,133.8182751540041,72.0
234,5,50964,120575049.36582038,20939550.607906107,131.2624914442163,53.0
235,5,9994,8055910.813325605,3351344.6826466587,52.50479123887748,18.0
236,5,14035,79225787.21542427,18037262.409501288,62.525667351129364,25.0
237,5,44004,215609830.1892429,48383654.04616106,141.71252566735112,123.0
238,5,32480,210308323.51154044,72370294.45273612,139.45756331279946,93.0
239,5,107538,713223374.9633764,271121780.33829546,344.72689938398355,138.0
24,1,38365,77854482.41125003,24971687.255909298,187.80492813141683,125.0
240,5,10255,36915653.44036707,14715433.624103704,48.48186173853525,26.0
241,5,36511,176189437.290675,65333489.27075166,206.11806981519507,83.0
242,5,7702,34281204.826320454,14711378.201754473,32.31724845995893,28.0
243,5,19264,113932914.89420061,28115848.834446665,76.29192334017796,26.0
244,5,72079,103324417.68561603,23354475.867458697,301.105749486653,121.0
245,5,16744,76178894.0079617,31465218.15721003,68.99794661190965,60.0
246,5,16157,18054594.672577642,2205802.4101597294,69.16872005475702,28.0
247,5,42226,160697552.12090477,27595810.68406,192.46098562628336,103.0
248,5,24437,117290236.60638447,32964573.273051824,99.62183436002738,33.0
249,5,62778,134358637.8783378,45378450.3646831,221.77310061601642,89.0
25,1,32075,23253397.777053308,6579226.23254615,122.96030116358658,139.0
250,5,21125,45887277.33838737,15838169.733074075,74.39322381930185,40.0
251,6,52719,362567492.43481994,110679213.2352992,239.0879534565366,128.0
252,6,71765,365725067.2082503,98470974.70581192,271.5342231348391,235.0
253,6,32149,243131921.9502984,86748178.13024333,161.17453798767968,108.0
254,6,24351,132271102.38564421,20283306.05239997,101.41820670773443,68.0
255,6,35072,75229808.25828466,30818553.22172272,128.65058179329228,69.0
256,6,16595,109971496.99597482,38622643.5024548,71.63107460643396,29.0
257,6,36673,176532312.00029394,18214402.663777646,122.70362765229295,139.0
258,6,18749,88592200.91412066,10091105.302664166,82.01060917180014,33.0
259,6,27005,16013644.914039094,5435166.313064113,118.28507871321013,79.0
26,1,31104,153714911.53230277,55203713.77739407,159.75325119780973,64.0
260,6,32843,176227540.4612622,73405912.27605782,126.67932922655716,43.0
261,6,43059,195074096.5100583,37515838.26645353,166.2289527720739,89.0
262,6,61912,220012587.3957222,87674578.60318221,258.23134839151265,138.0
263,6,9152,49271014.4746338,7278390.908171527,36.1492128678987,24.0
264,6,90230,196462142.88826522,29770446.337310664,386.60369609856264,129.0
265,6,57181,243757925.60707837,29110246.784778032,293.3073237508556,118.0
266,6,39680,110562440.6477341,45923854.00666431,134.43360711841206,45.0
267,6,55578,45220528.83827304,13968160.248106591,151.70225872689937,101.0
268,6,15770,34593369.93841072,8799856.510170845,69.60711841204655,23.0
269,6,10919,61655850.129538104,22462518.48621149,49.220054757015745,43.0
27,1,34423,32251205.67328214,9190658.114001658,121.34633812457221,65.0
270,6,15881,64976043.15489874,20232434.18353866,53.60198494182067,29.0
271,6,14182,102017930.26701257,44909573.102350295,79.20362765229295,27.0
272,6,18264,107447655.16949669,30738547.606075846,89.3754277891855,60.0
273,6,55484,295893913.9811218,42950820.95772876,199.27926078028747,106.0
274,6,12814,12261769.810892962,3903646.1727636224,52.90930869267625,21.0
275,6,30596,159266856.29846853,46049816.47662353,122.3021902806297,66.0
276,6,44104,167606564.49618343,48474199.44201683,130.00273785078713,69.0
277,6,96521,230768925.07493237,21146501.370842617,336.10677618069815,113.0
278,6,15112,86367210.00251241,31094772.37276863,66.07152635181383,23.0
279,6,24564,53801635.76089322,5563087.728769099,88.52669404517454,47.0
28,1,22716,75947497.62095912,32490030.58303179,87.09479808350444,76.0
280,6,8134,25611421.449170936,9439161.85754321,32.03182751540041,28.0
281,6,10790,12358879.35473467,4637763.299803664,41.370294318959616,14.0
282,6,23262,14798151.355711251,1567532.6754096004,82.95687885010267,33.0
283,6,53468,105039157.42016482,29902943.116898015,182.83127994524298,122.0
284,6,23078,156799894.7274783,54268323.705151394,93.56707734428474,38.0
285,6,77422,429041927.9906132,128045125.56047222,276.22484599589325,111.0
286,6,52909,293253721.4166475,47038673.79976357,201.9390828199863,81.0
287,6,14345,44207108.166070536,7075103.254799597,59.8347022587269,20.0
288,6,14003,16658547.754578732,2673302.9017152893,61.14681724845996,69.0
289,6,6316,41220420.71379653,10090325.592253696,48.686173853524984,16.0
29,1,92573,220104053.463393,58485011.712868646,349.60711841204653,396.0
290,6,39240,271938365.21451956,91662882.96972449,194.2063655030801,104.0
291,6,14502,68885003.93960342,13113387.574281776,69.58281998631075,37.0
292,6,29670,131013892.21923779,41260327.75839185,114.47227926078028,61.0
293,6,22847,39080145.35058563,15457825.579563791,94.52156057494867,32.0
294,6,15064,15852558.489397036,5850085.317213064,71.84565366187543,39.0
295,6,43562,65451306.96929363,17227134.578636054,181.20054757015743,97.0
296,6,110638,206613422.79466763,83178090.87204166,497.8299110198494,332.0
297,6,4896,9102155.949736629,784481.2169110787,28.277207392197127,25.0
298,6,61389,55172392.3437132,12601199.547971489,182.42231348391513,122.0
299,6,40232,89254094.25725901,15580771.58833442,118.30869267624914,40.0
3,1,58033,154905668.76158917,29272454.80328317,187.6618754277892,75.0
30,1,28069,127871169.32006158,46264483.39457601,99.6978097193703,53.0
300,6,43098,268360731.12039936,81372217.51357868,147.90930869267626,79.0
301,7,11129,51004501.90155056,11020185.636512235,34.16290212183436,23.0
302,7,67135,168595913.087651,48549675.64966754,256.7915811088296,103.0
303,7,12582,36102179.294954546,13681709.885114552,71.52635181382615,48.0
304,7,46975,309019169.2308274,101348215.17776859,236.4955509924709,95.0
305,7,66892,382832102.6936357,72738598.53007942,407.1088295687885,163.0
306,7,29289,107321113.24596696,22255118.724280216,94.36310746064339,107.0
307,7,54473,301927659.613384,56552894.00982444,172.68583162217658,69.0
308,7,31650,68352008.36437541,12863304.031895243,146.7583846680356,98.0
309,7,25447,77831134.87473276,17483873.678771093,107.53832991101984,43.0
31,1,22711,179558227.38586873,76141179.96011391,79.91718001368925,69.0
310,7,47212,23375562.15528992,8262916.352742097,187.46475017111567,75.0
311,7,13405,39578581.76401701,7981484.905877289,58.217659137577,51.0
312,7,25516,145792434.86439714,63199768.20622672,108.0444900752909,36.0
313,7,14437,13324040.106622966,3288740.873039279,44.92299794661191,24.0
314,7,15960,74358938.91582236,19629994.656803116,66.02908966461328,36.0
315,7,45447,106179479.96117586,30800111.38294439,166.79876796714578,111.0
316,7,47713,145998886.91760263,64013790.96376305,208.01540041067761,139.0
317,7,35431,56601935.66676438,18784482.740598638,236.33264887063655,95.0
318,7,16943,122628357.69039497,50847049.961969614,62.95003422313484,42.0
319,7,9335,64487908.10958694,24652821.35301667,43.413073237508556,18.0
32,1,52245,152003595.97041103,64514696.012212224,194.42573579739903,220.0
320,7,24731,111023164.7048878,48400830.9960465,108.5763175906913,36.0
321,7,18868,55498529.55541973,6272526.312172361,81.50479123887749,44.0
322,7,30481,94578037.74034296,15908037.729812512,126.8425735797399,85.0
323,7,32644,173089130.7473722,68885463.8007069,132.68240930869268,53.0
324,7,10971,66421445.3783702,11997540.909063958,52.85694729637235,28.0
325,7,67655,43302456.42020488,16282856.003366727,273.1995208761123,182.0
326,7,38360,89026998.86374506,26938083.64233213,151.354893908282,171.0
327,7,34853,17233058.03929254,5209686.062072693,141.16084873374402,94.0
328,7,58719,129725670.82956083,24372820.90390998,211.58350444900753,85.0
329,7,23341,167791267.7512626,59205269.7673911,99.00136892539356,53.0
33,1,20918,44919287.10041241,8779538.267608736,73.6492128678987,39.0
330,7,58137,371456453.353691,147921940.67002597,234.1851471594798,156.0
331,7,13270,67977313.81980462,18398777.39138138,68.58281998631075,28.0
332,7,11094,37760463.80720227,12664071.48475676,43.07700205338809,18.0
333,7,34822,81492583.1249124,26252576.734411333,121.56262833675565,41.0
334,7,48226,277068929.31766903,108798821.93967004,236.75359342915812,127.0
335,7,22409,128119317.38795029,35872134.203659765,81.46543463381246,44.0
336,7,17045,72958919.4452973,31162104.78315649,74.20636550308008,30.0
337,7,52986,164262374.74966443,67565022.56947519,247.5195071868583,99.0
338,7,34746,108846137.52005072,19845378.690713573,148.45414099931554,60.0
339,7,29743,55580439.5741511,23105682.392258547,123.52977412731006,50.0
34,1,108807,299624416.63333404,35235857.851713054,489.9757015742642,196.0
340,7,11153,13332116.744814083,1175056.481582681,42.21629021218344,23.0
341,7,18023,13666460.785295513,4346831.464938799,58.7501711156742,39.0
342,7,26717,133460160.28156944,16947519.339154985,119.22005475701575,64.0
343,7,24060,151270683.75375727,35477983.25058317,94.72758384668036,51.0
344,7,41631,282275784.50079405,104359042.30094224,163.20465434633812,109.0
345,7,17972,62284616.36194449,24505013.26989045,69.46954140999316,46.0
346,7,45749,297893680.85404986,115370032.29963194,207.19917864476386,180.0
347,7,23062,46880636.202271014,14414475.676232148,82.06331279945243,55.0
348,7,27343,5757195.635580631,2094437.0018110734,96.60848733744011,33.0
349,7,33835,50285604.72512374,18841190.030072343,127.22895277207392,85.0
35,1,50372,209616117.99084768,61318297.91901846,154.16666666666666,62.0
350,7,22871,68599199.3341916,14211696.776090879,121.09787816563997,49.0
351,8,22434,85312267.5642255,25883272.230364695,84.19233401779603,34.0
352,8,42669,137929332.6608841,45635556.43419539,139.5523613963039,74.0
353,8,35064,82704528.03546667,22779042.56903784,119.97638603696099,64.0
354,8,27031,28606603.25803151,7628432.9710872285,143.5886379192334,58.0
355,8,54905,82240333.37924951,7189542.647978648,218.0924024640657,88.0
356,8,31341,80379430.48118882,26962974.46630692,173.98186173853526,197.0
357,8,14729,63407460.89155751,26620830.367410675,72.62867898699521,49.0
358,8,27246,80241447.4224657,11274556.4856892,101.34941820670774,68.0
359,8,15562,77846089.86963333,31427855.087446637,74.25975359342915,30.0
36,1,20071,49875735.76236773,17513781.90723237,103.08316221765914,42.0
360,8,12656,8205717.583312138,1692377.9836167153,46.52361396303901,19.0
361,8,24701,32601028.843998216,9316085.418091988,94.77857631759069,38.0
362,8,29499,165570181.982,30639368.819537956,98.90280629705681,40.0
363,8,51341,68546601.34328476,28797644.843300916,173.2984257357974,93.0
364,8,29295,128693774.52889961,18129630.67185022,104.57118412046543,70.0
365,8,60709,409292054.0337706,160210972.56055993,312.96475017111567,167.0
366,8,49755,341806631.79910225,127897206.33959042,217.6738535249829,73.0
367,8,41178,11844029.178704245,2683183.3034088914,158.69096509240245,53.0
368,8,8407,54671683.67166002,23942029.46858451,44.624914442162904,15.0
369,8,67342,252868156.62629882,72990542.76651499,201.18651608487338,81.0
37,1,39380,23474825.637954853,5326803.868039068,177.3915126625599,95.0
370,8,18590,139598614.21541893,55988980.508032575,101.40520191649556,54.0
371,8,9921,59093714.86259439,9642588.237414526,43.65023956194388,15.0
372,8,27967,39366293.071201794,4351989.3934358535,103.69507186858316,42.0
373,8,41543,235162380.114824,95100188.35506785,139.03011635865846,74.0
374,8,11156,46184618.88046805,7974295.356980053,41.356262833675565,22.0
375,8,46044,104691892.58858071,36762367.96637374,178.69438740588637,155.0
376,8,57747,338090969.5088816,67209063.76961869,211.1892539356605,85.0
377,8,19460,84527978.70578833,21050099.6849181,84.4069130732375,45.0
378,8,25468,130161699.0774634,46497127.63769556,75.98049281314168,66.0
379,8,20026,38931280.29478465,10439433.47227811,77.90280629705681,52.0
38,1,48759,148827361.8556399,52329402.71020787,196.95859000684462,79.0
380,8,29016,128228658.26629454,45017097.39221825,101.97433264887064,34.0
381,8,27389,18537446.950088035,4659961.2385073,94.17624914442163,50.0
382,8,19814,56412834.52943916,20225154.24142308,96.89630390143738,65.0
383,8,17203,134348720.49214453,53409496.79964769,86.47535934291581,47.0
384,8,9524,62356464.57800942,16376287.586699858,34.28507871321013,39.0
385,8,7483,45874606.44703624,20063356.60482539,28.930869267624914,19.0
386,8,132972,404348866.6905087,98302710.06070203,442.1964407939767,295.0
387,8,108714,276924596.368362,77148589.72077043,348.5027378507871,302.0
388,8,27050,68335523.04860601,13096047.72664375,112.63620807665983,75.0
389,8,22731,64588022.91366004,11434703.721433615,96.4801505817933,39.0
39,1,57984,78637538.64880762,13595456.256159022,248.42060232717316,215.0
390,8,97680,798958809.1455892,333849810.5601565,349.3624229979466,140.0
391,8,30336,58081944.06271974,18670689.006287046,124.93600273785079,50.0
392,8,23331,159055536.18878576,46038649.489036605,73.14544832306639,30.0
393,8,38931,98563201.44238795,35138086.6833024,138.28542094455852,92.0
394,8,32119,67640200.52677809,23569436.405145075,146.99075975359344,59.0
395,8,11625,53613866.77833589,16800268.257042762,52.78918548939083,46.0
396,8,53866,141926365.88700026,40594667.357544936,213.1656399726215,86.0
397,8,19062,60692571.3312107,10005442.510512913,73.44147843942505,30.0
398,8,21492,111783049.85655898,40548101.491322294,88.629363449692,30.0
399,8,53413,204499246.1937372,19367394.100679327,188.29637234770706,63.0
4,1,30078,105891793.49496341,40679932.94879809,117.0965092402464,47.0
40,1,24456,77730163.0940868,18481240.139954653,89.6132785763176,36.0
400,8,24653,163688050.3607047,50011022.78115392,99.2703627652293,53.0
41,1,34159,201915219.43263862,58332660.123906635,153.18788501026694,82.0
42,1,160963,335412975.14072293,94761911.68263434,558.8631074606434,373.0
43,1,35658,59304298.12808973,19556726.099689983,169.17248459958932,147.0
44,1,94670,596954466.5459969,215976494.4286183,493.6902806297057,329.0
45,1,51430,15101148.551661678,3796410.3631553543,188.05065023956195,76.0
46,1,23170,53876453.945168085,23244716.562121887,92.02224503764545,104.0
47,1,60972,131569997.06304868,47850746.08829565,248.47535934291582,133.0
48,1,28854,30196068.772643052,10655924.027401054,106.16187542778918,57.0
49,1,19930,122675180.69745499,41023444.043647945,91.71184120465435,49.0
5,1,17613,17702805.386523467,7614366.063332231,68.30903490759754,46.0
50,1,47701,263104698.8549079,56361086.43449918,186.76488706365504,75.0
51,2,86406,27569812.778960004,8823074.986504741,357.37440109514034,120.0
52,2,34018,230096744.2760276,62737623.653282315,148.1930184804928,79.0
53,2,6062,6272021.207803542,881339.657730476,28.626283367556468,12.0
54,2,25592,8999322.024220716,3158017.8165685157,82.42265571526352,33.0
55,2,23814,149101767.8792994,49107807.09381787,92.57905544147845,31.0
56,2,23793,20403206.111476623,7791762.615815325,86.32203969883642,58.0
57,2,24674,23635936.159138475,7567515.462849204,104.32751540041068,56.0
58,2,28756,133292294.4831333,51492153.84899924,109.1533196440794,44.0
59,2,33504,115261617.06526376,39770130.10075223,126.92505133470226,85.0
6,1,40924,4106938.074865855,763417.4194252782,163.3223819301848,55.0
60,2,29314,18318698.45459486,3569896.4626981686,147.0763175906913,79.0
61,2,17963,64075788.47198666,8046599.190354215,56.280287474332646,23.0
62,2,28968,219758294.8327839,75706053.56028286,116.29568788501027,62.0
63,2,27655,20437521.028688565,8511342.94364271,104.75975359342915,35.0
64,2,24729,62440465.733535305,6546641.902077655,118.06399726214921,63.0
65,2,47148,23901516.71595019,2048212.9799546523,136.42950034223134,91.0
66,2,64360,297891093.48483914,81139892.25140753,207.05099247091033,111.0
67,2,42905,159336152.3824724,67148130.25988035,151.21492128678986,171.0
68,2,24592,121201712.5510339,36194398.43434878,81.05338809034907,54.0
69,2,26633,207600792.63575238,75020524.08455208,131.34976043805614,149.0
7,1,55699,301887823.65873617,74307121.16521014,244.9767282683094,82.0
70,2,17040,14122573.21632235,1282508.5524047213,66.30869267624914,27.0
71,2,53341,74786045.4860468,20407183.556214754,199.678302532512,107.0
72,2,43205,201688482.4699467,88500699.49487203,154.9322381930185,52.0
73,2,10551,29926449.225767408,7127846.807911093,53.69849418206708,22.0
74,2,6309,40652639.51794588,14660723.72413783,24.17453798767967,13.0
75,2,59897,91784964.97004583,37019912.09764987,254.7251882272416,136.0
76,2,61300,462971961.0106479,195648781.96444583,261.71731690622863,175.0
77,2,46878,180615064.743372,18207173.300089784,223.72861054072553,90.0
78,2,41258,201524720.33990905,86747538.3253366,202.64784394250515,81.0
79,2,50398,299516215.0447336,99894326.29759273,182.42436687200546,98.0
8,1,43354,77839482.39096268,12774104.532309359,144.66769336071184,77.0
80,2,10888,22525591.354178097,2755376.8109587766,34.370294318959616,14.0
81,2,41989,66391878.45146084,26376885.93890397,174.44216290212182,93.0
82,2,19381,80593104.5204102,29195896.67422929,74.66769336071184,25.0
83,2,20723,70320766.8139171,30837732.02204458,101.16666666666667,41.0
84,2,23570,68099919.28348927,28490794.575361125,113.52327173169063,38.0
85,2,33825,177260345.72210473,60187037.389343806,138.4883641341547,120.0
86,2,15461,22809351.79434403,3939357.7316394127,61.2501711156742,41.0
87,2,26802,43925068.185424924,5410147.312207755,87.86892539356604,59.0
88,2,46753,293487313.4180075,118806830.02401249,144.85249828884326,77.0
89,2,13731,13995864.507389437,2332397.6295275763,53.21286789869952,29.0
9,1,51481,234808044.187105,52469062.30094765,156.99315537303218,84.0
90,2,34697,193611327.17233405,56783777.958636984,144.3025325119781,96.0
91,2,28113,139790547.7635142,29980397.64623415,98.4113620807666,40.0
92,2,8378,54065343.95247737,13401986.590375662,33.42026009582478,14.0
93,2,16062,79196224.74623413,32600809.777572606,62.771047227926076,25.0
94,2,35254,149759041.48270488,56364360.48799109,121.09958932238193,65.0
95,2,52882,152621314.63338703,58125158.758735016,169.3997262149213,68.0
